CaseID,Dice,Sensitivity,Specificity
BraTS2021_00230,0.9567574291456264,0.9620798167189875,0.9995791935676818
BraTS2021_00231,0.9567620553359079,0.9548478307518266,0.999631587589654
BraTS2021_00233,0.9756760908774827,0.9876399576094333,0.9996378314769453
BraTS2021_00234,0.9390013320228818,0.9042604300785111,0.9997435381937689
BraTS2021_00235,0.9739473300365135,0.9857326539358079,0.9995422194592422
BraTS2021_00236,0.930851313871935,0.8786050226282549,0.9999536188759457
BraTS2021_00237,0.9696574225121446,0.988050684853248,0.9997041247110952
BraTS2021_00238,0.9734055151411798,0.9860163827670793,0.9997375318022829
BraTS2021_00239,0.9209742395682505,0.9072863114048458,0.9995118144845365
BraTS2021_00240,0.9751801168674817,0.9947648341271024,0.9992555761207844
BraTS2021_00241,0.9663614784671678,0.9811558942340752,0.9997574408808566
BraTS2021_00242,0.7506649402199098,0.6092601020383357,0.9997332497508266
BraTS2021_00243,0.8247308596097583,0.7033567525369985,0.9999776073144001
BraTS2021_00246,0.9729741753228701,0.9891009406652546,0.9998906341512481
BraTS2021_00247,0.9682663591895435,0.9712643678160221,0.9994467959220816
BraTS2021_00249,0.9758800913131918,0.9875000949840056,0.9994567095012392
BraTS2021_00250,0.9335018608243334,0.8946680254580254,0.9997391201663274
BraTS2021_00251,0.9783321737396986,0.9835131894474585,0.9999696119933714
BraTS2021_00253,0.9494599279903143,0.9551235042656898,0.9996420235094512
BraTS2021_00254,0.9647732032112868,0.9686493059072886,0.9995597617480857
BraTS2021_00258,0.4656001201740778,0.30381297784733197,0.9999971934066151
BraTS2021_00259,0.9748271010147231,0.984326365041972,0.9996033259005069
BraTS2021_00260,0.9294845410744419,0.9068265028934798,0.9995747077175668
BraTS2021_00261,0.9751842724771665,0.9895650877649915,0.9993908232301368
BraTS2021_00262,0.96871704745136,0.9728515499640762,0.9999376151412979
BraTS2021_00263,0.9808230714951754,0.985500120069871,0.9997622320147229
BraTS2021_00266,0.9717461606305113,0.9895588008872458,0.9990562844089148
BraTS2021_00267,0.9654848764776016,0.9542609391935166,0.9997390543615585
BraTS2021_00269,0.969062738125427,0.9870640587808148,0.9994519536606428
BraTS2021_00270,0.8705840132571041,0.8468520267771066,0.9994590791032888
BraTS2021_00271,0.965233577325177,0.9889211324770133,0.9989630523745703
BraTS2021_00273,0.975357301984398,0.9803384575635379,0.9996063271365878
BraTS2021_00274,0.9046262270323782,0.9776936301710567,0.9990488681159033
BraTS2021_00275,0.96910895345914,0.9796172623099018,0.9996721966919172
BraTS2021_00280,0.8189303520167663,0.7073138905197667,0.9999307658710801
BraTS2021_00281,0.9795544556470088,0.9932231650542318,0.9995228715095917
BraTS2021_00282,0.9627045167177538,0.9646946746687692,0.9997667740970514
BraTS2021_00283,0.9336889490988997,0.8964947224366359,0.9998013371511827
BraTS2021_00284,0.5660530191455942,0.40140992167080863,0.999963743917564
BraTS2021_00285,0.9536163522005081,0.9349468167089026,0.9999811691133546
BraTS2021_00286,0.8108427654818822,0.7226884276809455,0.999473570326495
BraTS2021_00288,0.9465863679853249,0.9153151191896618,0.999961614550374
BraTS2021_00289,0.9409432160256126,0.9643414694583164,0.9996122707421359
BraTS2021_00290,0.9333812856611386,0.9754801763602061,0.9984581603308923
BraTS2021_00291,0.9513692041845679,0.9726728399357772,0.9995329488099259
BraTS2021_00292,0.8096302038209522,0.7115872719012767,0.999805411823379
BraTS2021_00293,0.9050555253551441,0.8455265678049725,0.9999111714895103
BraTS2021_00294,0.9831459184214387,0.9955687448804906,0.9994960734967226
BraTS2021_00296,0.9280100308876529,0.9082066323473877,0.9998155057884627
BraTS2021_00297,0.9183662047504466,0.8878848547155579,0.9995217073666223
BraTS2021_00298,0.9687753876583363,0.9848468526694011,0.9998487666108127
BraTS2021_00299,0.9226973948539188,0.9676076514703013,0.999132000137562
BraTS2021_00300,0.9594273872371677,0.9767687185077657,0.9988495503986772
BraTS2021_00301,0.9740143665794316,0.9786730173089182,0.999737711199245
BraTS2021_00303,0.9718945506320502,0.996355272469834,0.9993077677039931
BraTS2021_00304,0.9685970156839888,0.9782653336241783,0.9992592479440073
