epoch,train_loss,seg_loss,kd_loss,feature_loss,all_dice_wt,all_dice_tc,all_dice_et,all_mean,drop_t1ce_dice_wt,drop_t1ce_dice_tc,drop_t1ce_dice_et,drop_t1ce_tc_et,full_constraint_met,learning_rate,elapsed_sec,successful_steps,skipped_nonfinite_steps
38,382302.3627661133,0.32580433521419766,382301.96524804685,0.036167843147646636,,,,,,,,,,2.8379666237717044e-05,197.18456779999542,1000,0
39,365498.2533027344,0.31783208655007184,365497.86628759763,0.03508397120982409,,,,,,,,,,2.7422247845332222e-05,198.0569621999748,1000,0
40,371632.61422314454,0.3249664726164192,371632.2188095703,0.03527732173074037,0.8616519240590494,0.8381617840822774,0.8029599282379236,0.8342578787930833,0.8534088801842936,0.61303264696981,0.4513752139323518,0.5322039304510808,True,2.64618654860972e-05,566.7323609000014,1000,0
41,378999.9765004883,0.32181410188227894,378999.5821430664,0.035945206427946685,,,,,,,,,,2.5500000000000017e-05,198.4950790000148,1000,0
42,384503.920296875,0.32267729312554,384503.52587841795,0.03599188309023157,,,,,,,,,,2.4538134513902842e-05,200.6317599999893,1000,0
43,393952.5842426758,0.327228648731485,393952.1815976562,0.038312077338341625,,,,,,,,,,2.3577752154667818e-05,198.20054260001052,1000,0
44,362979.1484663086,0.326323897305876,362978.7493598633,0.03611175285372883,,,,,,,,,,2.2620333762282996e-05,197.92713649998768,1000,0
45,398985.72312597657,0.3275460610203445,398985.3211489258,0.03766281917039305,0.8618641095680606,0.838905095322101,0.8037498354618745,0.8348396801173453,0.8536154096755308,0.6072755386202999,0.4454857092945792,0.5263806239574396,True,2.1667355606514363e-05,573.0102182000119,1000,0
46,360383.8620541992,0.3187116943951696,360383.4721044922,0.03602572272205725,,,,,,,,,,2.072028711060487e-05,198.65288609999698,1000,0
47,386641.2418579102,0.32874779772385954,386640.83782763674,0.03754464065050706,,,,,,,,,,1.978058858553033e-05,198.23905049997848,1000,0
48,348033.17035009764,0.3228391137551516,348032.7809536133,0.033585009356960654,,,,,,,,,,1.8849708978305685e-05,198.18627919998835,1000,0
49,359573.448347168,0.3158301520515233,359573.06353125,0.03438705480704084,,,,,,,,,,1.7929083637813798e-05,199.36413539998466,1000,0
50,358621.53025292966,0.3225493715889752,358621.1386533203,0.0346694632996805,0.8621194389173223,0.8376949527606997,0.8031788320759857,0.8343310745846693,0.8530402099747754,0.5989482879352678,0.4385291536686041,0.518738720801936,True,1.7020132101601433e-05,574.0597499999858,1000,0
51,369350.50449707033,0.3251906772106886,369350.1071186523,0.03567780978837982,,,,,,,,,,1.6124255907055306e-05,198.3214146999817,1000,0
52,366281.2488178711,0.3207817659005523,366280.85656835936,0.035887869896832854,,,,,,,,,,1.5242836430333023e-05,196.85915309999837,1000,0
53,397598.89532714844,0.32563727513886986,397598.4955917969,0.03689962677238509,,,,,,,,,,1.4377232756381109e-05,198.0466282000125,1000,0
54,374150.3148989258,0.32211463686451314,374149.9208549805,0.03632147988677025,,,,,,,,,,1.3528779583324605e-05,198.4283538000018,1000,0
55,347269.7099150391,0.3204693653471768,347269.3209619141,0.03431725185876712,0.8623655788097747,0.8386379410561534,0.8041568678184501,0.8350534625614593,0.8534904841378614,0.6019552406812728,0.44104868492361604,0.5215019628024444,True,1.2698785164459258e-05,573.760231799999,1000,0
56,364609.4555205078,0.32103339604102077,364609.06336083985,0.03510881107021123,,,,,,,,,,1.1888529291019747e-05,198.9126522000006,1000,0
57,351960.7053364258,0.31644260640442373,351960.3201855469,0.034870539889670905,,,,,,,,,,1.1099261318834413e-05,199.08393950000755,1000,0
58,361833.37535693357,0.32208027635142206,361832.98296484374,0.03504661506926641,,,,,,,,,,1.0332198241909076e-05,198.47826540001552,1000,0
59,364375.0532021484,0.3203433875851333,364374.66035839845,0.03638033863482997,,,,,,,,,,9.588522815910505e-06,198.38607959999354,1000,0
60,359519.8646616211,0.3216328735053539,359519.47150390624,0.036061390121933073,0.8621292217493953,0.8391383929537032,0.8046386879755865,0.835302100892895,0.8538212392991975,0.6093491005563015,0.4511036030525208,0.5302263518044111,True,8.869381734442936e-06,574.0505811999901,1000,0
